Product Name,Sales,Profit
Fellowes PB200 Plastic Comb Binding Machine,152.991,-122.3928
Revere Boxed Rubber Bands by Revere,10.584,-2.3814
Motorla HX550 Universal Bluetooth Headset,94.92,15.82
"Eldon Expressions Wood Desk Accessories, Oak",14.76,-11.439
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,-5.8496
Tops Green Bar Computer Printout Paper,146.82,73.41
Wilson Jones Century Plastic Molded Ring Binders,149.544,50.4711
Acme Office Executive Series Stainless Steel Trimmers,17.14,4.4564
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,-347.1174
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,9.906
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,-4.7976
Staples,16.688,5.4236
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,-18.0882
GBC Wire Binding Strips,38.088,-27.9312
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,-50.8704
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,4.331
Spigen Samsung Galaxy S5 Case Wallet,84.95,22.087
Office Star Flex Back Scooter Chair with White Frame,233.058,-53.2704
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,43.5981
Xerox 1970,14.94,7.0218
GBC Standard Plastic Binding Systems Combs,14.16,5.133
Flat Face Poster Frame,22.608,-10.1736
OIC Binder Clips,21.48,10.74
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,0.0
Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,9.71639999999999
Newell 33,17.856,2.0088
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,-14.9736
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,29.769
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,10.0282
Multicolor Computer Printout Paper,314.55,150.984
Razer Kraken PRO Over Ear PC and Music Headset,191.976,23.997
Array Memo Cubes,8.288,3.0044
"Tenex ""The Solids"" Textured Chair Mats",139.92,-150.414
Newell 334,15.872,1.1904
Avery Non-Stick Binders,6.286,-11.0005
Newell 312,14.016,1.752
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,71.976,-8.997
JBL Micro Wireless Portable Bluetooth Speaker,107.982,-26.9955
"Lifetime Advantage Folding Chairs, 4/Carton",305.312,-8.72320000000002
Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,6.9132
GBC VeloBind Cover Sets,9.264,-13.896
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,6.1792
Xerox 1982,45.68,21.0128
Xerox 1986,60.12,28.8576
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,13.0375
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,32.936
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,30.8966
Alphabetical Labels for Top Tab Filing,44.4,22.2
Hon Mobius Operator's Chair,442.764,59.0352
Bady BDG101FRU Card Printer,3999.95,1159.9855
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,21.9945
Staple-based wall hangings,63.68,28.0192
GBC Prestige Therm-A-Bind Covers,54.896,18.5274
HP Standard 104 key PS/2 Keyboard,29.0,7.25
Staple envelope,70.08,35.04
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,25.473
Aastra 57i VoIP phone,1454.49,378.1674
Fellowes Mighty 8 Compact Surge Protector,60.81,17.0268
GBC DocuBind P50 Personal Binding Machine,153.552,51.8238
Holmes HEPA Air Purifier,65.34,22.869
Xerox 1988,123.92,55.764
Harmony HEPA Quiet Air Purifiers,35.1,12.285
Kingston Digital DataTraveler 16GB USB 2.0,44.75,8.50249999999999
Newell 343,4.704,0.4116
Newell 331,14.67,3.9609
Xerox 1999,15.552,5.4432
Southworth Parchment Paper & Envelopes,5.232,1.7004
3M Hangers With Command Adhesive,22.2,9.102
Adtran 1202752G1,881.93,229.3018
Acco Hanging Data Binders,6.096,2.1336
"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,74.8098
"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1.7591
"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,8.44499999999999
Acco D-Ring Binder w/DublLock,29.932,-46.3946
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,3.8272
Newell Chalk Holder,16.52,7.5992
Polycom SoundPoint Pro SE-225 Corded phone,832.93,233.2204
Acco 3-Hole Punch,43.8,21.024
Euro-Pro Shark Turbo Vacuum,167.292,29.7408
Howard Miller Distant Time Traveler Alarm Clock,27.42,11.2422
Wilson Jones Easy Flow II Sheet Lifters,1.44,0.504
Storex Dura Pro Binders,61.776,20.8494
"Belkin 325VA UPS Surge Protector, 6'",241.96,60.49
"Metal Folding Chairs, Beige, 4/Carton",108.608,9.50319999999999
Nontoxic Chalk,2.816,0.9856
Zipper Ring Binder Pockets,9.984,3.6192
Super Decoflex Portable Personal File,14.98,4.1944
Wilson Electronics DB Pro Signal Booster,1145.6,100.24
Polycom SoundStation2 EX Conference phone,485.94,-89.0890000000001
Newell 312,37.376,4.672
Global Low Back Tilter Chair,70.686,-24.2352
Xerox 1991,54.816,17.8152
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,-98.8018
Assorted Color Push Pins,2.896,0.4706
Cisco SPA301,124.792,15.599
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,-115.7058
GBC DocuBind 200 Manual Binding Machine,673.568,252.588
Fellowes Advanced Computer Series Surge Protectors,52.98,14.8344
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,31.587
Recycled Steel Personal File for Hanging File Folders,228.92,14.3075
HTC One,319.968,35.9964
Logitech ClearChat Comfort/USB Headset H390,205.03,67.6599
Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,11.4516
Manco Dry-Lighter Erasable Highlighter,24.32,8.2688
Fiskars Home & Office Scissors,44.4,12.432
Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,-52.17
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,381.297
Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,13.3476
Mitel MiVoice 5330e IP Phone,494.982,-115.4958
Eldon Portable Mobile Manager,56.56,15.2712
Newell 344,5.56,1.4456
Advantus T-Pin Paper Clips,9.02,3.5178
"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,2.2412
Mitel MiVoice 5330e IP Phone,659.976,49.4982
Xerox 1959,13.36,6.4128
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,13.0375
Avery Durable Binders,11.52,4.176
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,157.0176
Xerox 22,19.44,9.3312
Xerox 1911,143.7,68.976
Holmes Odor Grabber,43.26,14.2758
Holmes HEPA Air Purifier,43.56,15.246
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,131.355
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,33.9388
Hon Multipurpose Stacking Arm Chairs,1212.96,90.972
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,8.7138
Advantus Plastic Paper Clips,5.0,2.4
Logitech G19 Programmable Gaming Keyboard,371.97,66.9546
Imation Bio 8GB USB Flash Drive Imation Corp,166.24,24.936
"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,79.1934
Logitech diNovo Edge Keyboard,499.98,114.9954
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,2.376
"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,3.8822
Xerox 1989,7.968,2.6892
Xerox 1984,12.96,6.3504
Xerox 227,6.48,3.1104
Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,2.3571
Bulldog Vacuum Base Pencil Sharpener,47.96,4.1965
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,47.9376
Deflect-o Glass Clear Studded Chair Mats,435.26,95.7572
Canon PC1060 Personal Laser Copier,1119.984,377.9946
Bevis Round Conference Room Tables and Bases,143.432,3.58579999999998
"Global Deluxe Stacking Chair, Gray",122.352,13.7646
"SAFCO Commercial Wire Shelving, 72h",306.2,0.0
KI Adjustable-Height Table,85.98,22.3548
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,53.7504
Novimex Fabric Task Chair,97.568,-6.098
Global Super Steno Chair,614.272,-23.0352000000001
Bestar Classic Bookcase,199.98,37.9962
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,22.1536
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,6.6976
Staple holder,60.69,16.3863
Xerox 1965,14.352,5.2026
Bionaire 99.97% HEPA Air Cleaner,35.04,12.264
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,1.311
Newell 351,16.4,4.756
Balt Solid Wood Round Tables,892.98,80.3682
Pyle PMP37LED,287.97,77.7519
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,297.69
Xerox 2,12.96,6.2208
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1.3365
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,38.2095
Avoid Verbal Orders Carbonless Minifold Book,13.52,6.2192
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,106.477
Plantronics MX500i Earset,42.95,1.2885
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,601.9699
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,125.99
Storex DuraTech Recycled Plastic Frosted Binders,12.72,6.36
Avery Durable Binders,11.52,5.6448
First Data FD10 PIN Pad,316.0,31.6
Global Ergonomic Managers Chair,723.92,188.2192
Easy-staple paper,106.32,49.9704
"Bush Westfield Collection Bookcases, Fully Assembled",141.372,-14.1372
Xerox 188,27.216,9.8658
Enermax Aurora Lite Keyboard,390.75,171.93
Global Leather Executive Chair,280.792,35.099
"Sortfiler Multipurpose Personal File Organizer, Black",68.448,7.7004
Boston 16801 Nautilus Battery Pencil Sharpener,88.04,6.603
Newell 319,15.872,1.984
Fellowes Officeware Wire Shelving,215.592,-48.5082
Avery 486,14.62,6.8714
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,112.4064
Avery Printable Repositionable Plastic Tabs,43.0,20.21
Novimex Fabric Task Chair,182.94,27.441
Cardinal Slant-D Ring Binders,60.83,30.415
Logitech G35 7.1-Channel Surround Sound Headset,389.97,132.5898
Belkin Premiere Surge Master II 8-outlet surge protector,194.32,56.3528
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,63.8232
Tuf-Vin Binders,94.74,44.5278
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,27.8944
Aluminum Screw Posts,76.3,38.15
Ibico Plastic Spiral Binding Combs,364.8,167.808
GBC Twin Loop Wire Binding Elements,79.872,29.952
"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1.1596
Xerox 1967,12.96,6.2208
Wausau Papers Astrobrights Colored Envelopes,14.352,5.2026
Tenex Antistatic Computer Chair Mats,547.136,-68.3920000000001
"Tennsco Lockers, Gray",41.96,2.9372
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,20.85
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,133.152
Xerox 196,5.78,2.8322
Holmes Odor Grabber,69.216,11.2476
Convenience Packs of Business Envelopes,10.86,5.1042
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,123.7691
Xerox 1994,25.92,12.4416
Personal Creations Ink Jet Cards and Labels,45.92,22.5008
Turquoise Lead Holder with Pocket Clip,10.72,1.742
Newell 315,41.86,10.465
Nu-Dell Executive Frame,63.2,23.384
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,27.3528
"Belkin 19"" Vented Equipment Shelf, Black",123.552,-29.3436
Belkin 5 Outlet SurgeMaster Power Centers,490.32,137.2896
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,24.528
Insertable Tab Indexes For Data Binders,1.272,-2.1624
Hon Non-Folding Utility Tables,557.585,0.0
3-ring staple pack,9.024,3.1584
Satellite Sectional Post Binders,69.456,22.5732
"Wirebound Message Book, 4 per Page",10.86,5.3214
Fellowes Advanced Computer Series Surge Protectors,79.47,22.2516
Prang Dustless Chalk Sticks,10.08,5.04
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,200.9546
GBC Prestige Therm-A-Bind Covers,137.24,46.3185
Memorex Micro Travel Drive 32 GB,36.51,15.6993
Lexmark S315 Color Inkjet Printer,239.976,80.9919
Bretford Rectangular Conference Table Tops,1579.746,-447.5947
Balt Solid Wood Round Tables,1071.576,-553.6476
"Hon 30"" x 60"" Table with Locking Drawer",613.908,-122.7816
Xerox 1926,34.86,16.3842
Xerox 1918,155.04,75.9696
SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,-10.054
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,40.9216
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,44.8896
Ibico Covers for Plastic or Wire Binding Elements,46.0,20.7
"Global Leather & Oak Executive Chair, Burgundy",120.712,-18.1068
HP Office Recycled Paper (20Lb. and 87 Bright),23.12,11.3288
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704,-26.6352
"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912,0.307
Hypercom P1300 Pinpad,252.0,93.24
Flat Face Poster Frame,60.288,-27.1296
Acco Hot Clips Clips to Go,2.632,0.8225
Tops Wirebound Message Log Books,23.688,7.6986
Global Ergonomic Managers Chair,253.372,-14.4784
Revere Boxed Rubber Bands by Revere,5.67,0.1134
GBC DocuBind P50 Personal Binding Machine,76.776,-58.8616
Acme Kleencut Forged Steel Scissors,9.184,1.148
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,15.065
Advantus T-Pin Paper Clips,7.216,1.7138
Xerox 1951,49.568,15.49
DAX Solid Wood Frames,54.712,11.6263
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,45.7704
Staples in misc. colors,16.02,4.4856
Avery Arch Ring Binders,185.92,62.748
Clearsounds A400,211.168,15.8376
Hewlett Packard 310 Color Digital Copier,479.984,59.998
Staples,7.86,3.6156
Recycled Premium Regency Composition Covers,24.448,8.8624
Xerox 219,6.48,3.1104
Xerox 1903,41.86,20.5114
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,97.1945999999999
"Seth Thomas 14"" Day/Date Wall Clock",113.92,42.1504
Newell 345,39.68,10.3168
Imation Clip USB flash drive - 8 GB,37.6,2.256
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,23.96
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,16.65
Avery File Folder Labels,5.76,2.8224
Newell 318,16.68,4.3368
Fellowes Officeware Wire Shelving,628.81,12.5762
X-Rack File for Hanging Folders,56.45,14.677
Hanging Personal Folder File,94.2,23.55
Staple envelope,28.4,13.348
O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,-225.0976
Logitech G19 Programmable Gaming Keyboard,1115.91,200.8638
Motorola HK250 Universal Bluetooth Headset,128.744,-28.9674
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,26.973
Staples in misc. colors,24.2,7.986
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,130.4913
DAX Natural Wood-Tone Poster Frame,211.84,76.2624
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,1.917
3-ring staple pack,7.52,2.632
Xerox 1974,11.96,5.8604
Bevis Boat-Shaped Conference Table,629.064,31.4532
"Global Leather & Oak Executive Chair, Burgundy",754.45,60.356
Bush Mission Pointe Library,301.96,60.392
WD My Passport Ultra 2TB Portable External Hard Drive,595.0,95.2
GBC Twin Loop Wire Binding Elements,79.872,29.952
Panasonic KX MB2061 Multifunction Printer,2396.4,179.73
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,3.178
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,43.9956
Safco Industrial Wire Shelving,230.376,-48.9549
"Adams Telephone Message Books, 5 1/4” x 11”",9.664,3.2616
Maxell 4.7GB DVD-R,158.928,41.7186
Satellite Sectional Post Binders,13.023,-10.4184
Hon Rectangular Conference Tables,273.06,-104.673
Staples,39.312,12.7764
Computer Printout Index Tabs,1.344,-2.1504
GBC Wire Binding Combs,8.272,-13.6488
"Stacking Tray, Side-Loading, Legal, Smoke",12.544,-9.0944
Self-Adhesive Address Labels for Typewriters by Universal,58.48,27.4856
3M Hangers With Command Adhesive,7.4,3.034
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,65.2064
Spigen Samsung Galaxy S5 Case Wallet,54.368,4.0776
Brown Kraft Recycled Envelopes,33.96,16.98
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,322.1829
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,114.6285
Bevis Rectangular Conference Tables,145.98,-99.2664
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,12.5328
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2.1736
AT&T 841000 Phone,345.0,86.25
Bevis 36 x 72 Conference Tables,174.286,-19.9184
Eureka Sanitaire  Commercial Upright,662.84,172.3384
SanDisk Cruzer 32 GB USB Flash Drive,95.1,30.432
Ampad #10 Peel & Seel Holiday Envelopes,26.88,12.9024
Digium D40 VoIP phone,257.98,74.8142
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,8.2156
Hon Olson Stacker Stools,492.835,-14.081
Fellowes Officeware Wire Shelving,269.49,5.38979999999999
Cardinal Holdit Data Disk Pockets,29.12,9.828
Avery 496,18.75,9.0
Cisco SPA525G2 IP Phone - Wireless,119.7,31.122
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3.0861
SanDisk Cruzer 32 GB USB Flash Drive,57.06,18.2592
Kingston Digital DataTraveler 16GB USB 2.0,71.6,13.604
"Neat Ideas Personal Hanging Folder Files, Black",107.44,27.9344
Avery 486,7.31,3.4357
Lumber Crayons,59.1,22.458
"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,12.0978
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,25.4384
Xerox 1896,29.97,13.4865
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,34.4232
GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,29.372
SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,5.1184
AT&T 1080 Corded phone,136.99,36.9873
Avery 520,3.15,1.512
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,4.0995
Letter Size Cart,571.44,165.7176
Xerox 23,32.4,15.552
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,4.5657
Eldon Pizzaz Desk Accessories,14.272,4.2816
"Sauder Forest Hills Library, Woodland Oak Finish",451.136,-67.6704
Fellowes Mighty 8 Compact Surge Protector,64.864,6.4864
Global Deluxe High-Back Office Chair in Storm,217.584,-29.9178
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,29.0325
Avery 50,87.71,41.2237
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,429.5772
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,-99.1764
Newell 322,5.46,1.4742
Fiskars Spring-Action Scissors,11.184,0.8388
Safco Industrial Wire Shelving,153.584,-32.6366
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,0.0
Anker 24W Portable Micro USB Car Charger,35.168,11.4296
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,250.305
GBC Standard Therm-A-Bind Covers,99.68,32.396
Newell 344,5.56,1.4456
"SAFCO Mobile Desk Side File, Wire Frame",85.52,22.2352
Newell 313,9.84,2.6568
Xerox 1959,20.04,9.6192
Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,303.3408
Xerox 1895,23.92,10.764
White GlueTop Scratch Pads,90.24,41.5104
Apple iPhone 5,4548.81,1228.1787
KI Adjustable-Height Table,300.93,-34.392
Polycom VVX 310 VoIP phone,719.96,53.997
"Global Geo Office Task Chair, Gray",647.84,32.3919999999999
"Sortfiler Multipurpose Personal File Organizer, Black",64.17,18.6093
Cameo Buff Policy Envelopes,124.46,58.4962
GBC Personal VeloBind Strips,9.584,3.3544
"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,12.6927
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,4.4312
Avery Durable Binders,2.304,-3.5712
Fellowes Binding Cases,9.36,-16.38
Avery 52,7.38,3.4686
"Fellowes Personal Hanging Folder Files, Navy",53.72,15.0416
High Speed Automatic Electric Letter Opener,8187.65,327.506
Staple-based wall hangings,77.92,34.2848
Belkin 8 Outlet Surge Protector,32.784,-85.2384
Panasonic KX TS3282B Corded phone,196.776,14.7582
Logitech G13 Programmable Gameboard with LCD Display,479.94,52.7934
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,55.896
Memorex Froggy Flash Drive 8 GB,106.5,41.535
"Premier Elliptical Ring Binder, Black",45.66,-33.484
Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,1.19959999999999
Global Chrome Stack Chair,47.992,-2.0568
Economy Rollaway Files,264.32,19.824
Ames Color-File Green Diamond Border X-ray Mailers,604.656,204.0714
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,12.993
Avery 49,20.16,9.8784
Avery 508,29.46,14.4354
Hoover Upright Vacuum With Dirt Cup,868.59,251.8911
Xerox 1999,12.96,6.2208
Samsung Replacement EH64AVFWE Premium Headset,5.5,1.375
Ibico Plastic Spiral Binding Combs,121.6,55.936
Newell 312,42.048,5.256
Maxell 4.7GB DVD-RW 3/Pack,25.488,4.4604
Ibico Covers for Plastic or Wire Binding Elements,6.9,-12.075
"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,-16.884
Xerox 1949,7.968,2.8884
Xerox 210,10.368,3.6288
Xerox 1929,114.2,52.532
Avery Non-Stick Binders,17.96,8.2616
Colored Push Pins,12.67,4.5612
Logitech Gaming G510s - Keyboard,339.96,122.3856
Tennsco Single-Tier Lockers,1801.632,-337.806
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,18.0648
High-Back Leather Manager's Chair,181.986,-54.5958
Polycom VVX 310 VoIP phone,431.976,-100.7944
Nortel Meridian M5316 Digital phone,155.37,-36.253
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,-219.1644
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,78.7671
12-1/2 Diameter Round Wall Clock,111.888,22.3776
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,14.3952
"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,13.9152
Avery 52,14.76,6.9372
"Belkin 19"" Vented Equipment Shelf, Black",205.92,2.0592
O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,-6.049
Newell 346,2.304,0.2592
Samsung Galaxy S4 Mini,1879.96,211.4955
Xerox 1891,313.024,105.6456
Avery 488,5.04,1.764
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,213.6888
GBC Imprintable Covers,21.96,10.7604
Xerox 224,25.92,12.4416
HTC One Mini,705.544,70.5544000000001
Dell Slim USB Multimedia Keyboard,50.0,12.0
Contemporary Wood/Metal Frame,51.712,-32.32
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,0.5244
O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,140.686
Self-Adhesive Removable Labels,15.75,7.56
Fellowes Super Stor/Drawer Files,323.1,61.389
Avery 474,9.216,3.3408
Xerox 227,10.368,3.6288
KeyTronic KT800P2 - Keyboard - Black,15.02,2.7036
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,9.1314
Memorex Froggy Flash Drive 8 GB,71.0,27.69
GBC Standard Plastic Binding Systems' Combs,25.12,7.85
Hon 94000 Series Round Tables,2665.62,239.9058
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,133.8624
AT&T 1080 Corded phone,164.388,-35.6174
BIC Brite Liner Highlighters,13.248,3.6432
"Crayola Anti Dust Chalk, 12/Pack",2.912,0.91
Logitech diNovo Edge Keyboard,1399.944,52.4979
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,31.587
Fashion Color Clasp Envelopes,16.23,7.9527
GBC ProClick Punch Binding System,319.9,156.751
Staple envelope,11.36,5.3392
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,30.7818
"SAFCO Commercial Wire Shelving, 72h",489.92,0.0
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,9.3312
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,8.34
Macally Suction Cup Mount,155.35,0.0
Eldon Image Series Black Desk Accessories,12.42,4.4712
Jabra SPEAK 410,187.98,52.6344
"#10 Gummed Flap White Envelopes, 100/Box",6.608,2.1476
Steel Personal Filing/Posting Tote,248.57,67.1139
"Executive Impressions 14""",22.23,9.7812
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1.0166
Cisco Small Business SPA 502G VoIP phone,246.168,21.5397
"Executive Impressions 12"" Wall Clock",14.136,-7.7748
Bretford CR8500 Series Meeting Room Furniture,601.47,-300.735
Motorla HX550 Universal Bluetooth Headset,79.1,39.55
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,157.3632
Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,81.432
Ibico Hi-Tech Manual Binding System,914.97,411.7365
Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,158.7519
Tennsco 6- and 18-Compartment Lockers,530.34,95.4612
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,7.3206
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,35.3626
"Acme 10"" Easy Grip Assistive Scissors",122.71,36.813
Easy-staple paper,14.94,7.0218
Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,364.4595
Sauder Inglewood Library Bookcases,136.784,5.1294
"Linden 10"" Round Wall Clock, Black",61.12,20.7808
Avery Binder Labels,1.167,-0.8558
Berol Giant Pencil Sharpener,16.99,4.9271
KeyTronic KT400U2 - Keyboard - Black,24.672,0.0
